131.194,6.11542,3
131.318,6.17542,3
131.444,6.23542,3
131.57,6.29542,3
131.698,6.35542,3
131.827,6.41542,3
131.957,6.47542,3
132.088,6.53542,3
132.221,6.59542,3
132.354,6.65542,3
132.489,6.71542,3
132.625,6.77542,3
132.763,6.83542,3
132.901,6.89542,3
133.041,6.95542,3
133.182,7.01542,3
133.324,7.07542,3
133.467,7.13542,3
133.612,7.19542,3
133.757,7.25542,3
133.904,7.31542,3
134.052,7.37542,3
134.202,7.43542,3
134.352,7.49542,3
134.504,7.55542,3
134.657,7.61542,3
134.811,7.67542,3
134.966,7.73542,3
135.123,7.79542,3
135.28,7.85542,3
135.439,7.91542,3
135.6,7.97542,3
135.761,8.03542,3
135.923,8.09542,3
136.087,8.15542,3
136.252,8.21542,3
136.418,8.27542,3
136.585,8.33542,3
136.754,8.39542,3
136.924,8.45542,3
137.094,8.51542,3
137.267,8.57542,3
137.44,8.63542,3
137.614,8.69542,3
137.79,8.75542,3
137.967,8.81542,3
138.145,8.87542,3
138.324,8.93542,3
138.505,9.00514,3
138.687,9.06514,3
138.87,9.12514,3
139.055,9.19554,3
139.24,9.25554,3
139.427,9.31554,3
139.615,9.37554,3
139.805,9.43554,3
139.995,9.49554,3
140.187,9.56552,3
140.38,9.62552,3
140.575,9.68552,3
140.77,9.74552,3
140.967,9.80552,3
141.165,9.86552,3
141.364,9.92552,3
141.564,9.98552,3
141.766,10.0561,3
141.969,10.1161,3
142.173,10.1761,3
142.378,10.2361,3
142.585,10.2961,3
142.792,10.3561,3
143.001,10.4161,3
143.211,10.4761,3
143.423,10.553,3
143.636,10.613,3
143.85,10.673,3
144.065,10.733,3
144.282,10.793,3
144.499,10.853,3
144.718,10.913,3
144.938,10.973,3
145.16,11.033,3
145.382,11.093,3
145.606,11.153,3
145.831,11.213,3
146.057,11.273,3
146.284,11.333,3
146.512,11.393,3
146.742,11.453,3
146.973,11.513,3
147.205,11.573,3
147.438,11.633,3
147.673,11.693,3
147.908,11.753,3
148.145,11.813,3
148.383,11.873,3
148.622,11.933,3
148.863,11.993,3
149.105,12.053,3
149.347,12.113,3
149.592,12.173,3
149.837,12.233,3
150.083,12.293,3
150.331,12.353,3
150.58,12.413,3
150.83,12.473,3
151.081,12.533,3
151.334,12.593,3
151.587,12.653,3
151.842,12.713,3
152.098,12.773,3
152.355,12.833,3
152.614,12.893,3
152.873,12.953,3
153.134,13.013,3
153.396,13.073,3
153.66,13.133,3
153.924,13.193,3
154.19,13.253,3
154.457,13.313,3
154.725,13.373,3
154.994,13.433,3
155.264,13.493,3
155.536,13.553,3
155.809,13.613,3
156.083,13.673,3
156.358,13.733,3
156.635,13.793,3
156.912,13.853,3
157.191,13.913,3
157.471,13.973,3
157.753,14.033,3
158.035,14.093,3
158.319,14.153,3
158.604,14.213,3
158.89,14.273,3
159.177,14.333,3
159.465,14.393,3
159.755,14.453,3
160.046,14.513,3
160.338,14.573,3
160.631,14.633,3
160.926,14.693,3
161.221,14.753,3
161.518,14.813,3
161.816,14.873,3
162.115,14.933,3
162.416,14.993,3
162.718,15.053,3
163.02,15.113,3
163.324,15.173,3
163.63,15.233,3
163.936,15.293,3
164.244,15.353,3
164.553,15.413,3
164.863,15.473,3
165.174,15.533,3
165.487,15.593,3
165.8,15.653,3
166.115,15.713,3
166.431,15.773,3
166.748,15.833,3
167.067,15.893,3
167.386,15.953,3
167.707,16.013,3
168.029,16.073,3
168.353,16.133,3
168.677,16.193,3
169.003,16.253,3
169.33,16.313,3
169.658,16.373,3
169.987,16.433,3
170.317,16.493,3
170.657,16.9321,3
170.997,16.9921,3
171.339,17.0521,3
171.69,17.5117,3
172.042,17.5717,3
172.395,17.6317,3
172.749,17.6917,3
173.105,17.7517,3
173.462,17.8117,3
173.82,17.8717,3
174.188,18.3778,3
174.557,18.4378,3
174.928,18.4978,3
175.3,18.5578,3
175.673,18.6178,3
176.047,18.6778,3
176.422,18.7378,3
176.809,19.2943,3
177.196,19.3543,3
177.585,19.4143,3
177.975,19.4743,3
178.366,19.5343,3
178.759,19.5943,3
179.153,19.6543,3
179.548,19.7143,3
179.954,20.3305,-2.0657
180.359,20.2892,-2.0657
180.764,20.2479,-2.0657
181.167,20.2066,-2.0657
181.57,20.1653,-2.0657
181.972,20.1239,-2.0657
182.374,20.0826,-2.0657
182.774,20.0413,-2.0657
183.186,20.6436,-3
183.597,20.5836,-3
184.007,20.5236,-3
184.416,20.4636,-3
184.823,20.4036,-3
185.23,20.3436,-3
185.635,20.2836,-3
186.039,20.2236,-3
186.455,20.8432,-3
186.87,20.7832,-3
187.284,20.7232,-3
187.696,20.6632,-3
188.108,20.6032,-3
188.518,20.5432,-3
188.927,20.4832,-3
189.349,21.1133,-3
189.769,21.0533,-3
190.189,20.9933,-3
190.607,20.9333,-3
191.024,20.8733,-3
191.439,20.8133,-3
191.854,20.7533,-3
192.267,20.6933,-3
192.693,21.3178,-3
193.117,21.2578,-3
193.541,21.1978,-3
193.963,21.1378,-3
194.384,21.0778,-3
194.803,21.0178,-3
195.236,21.6437,-3
195.667,21.5837,-3
196.097,21.5237,-3
196.525,21.4637,-3
196.953,21.4037,-3
197.379,21.3437,-3
197.804,21.2837,-3
198.228,21.2237,-3
198.664,21.8303,-3
199.099,21.7703,-3
199.532,21.7103,-3
199.965,21.6503,-3
200.396,21.5903,-3
200.826,21.5303,-3
201.255,21.4703,-3
201.695,22.0369,-3
202.134,21.9769,-3
202.572,21.9169,-3
203.008,21.8569,-3
203.444,21.7969,-3
203.878,21.7369,-3
204.311,21.6769,-3
204.754,22.2177,-3
205.197,22.1577,-3
205.638,22.0977,-3
206.078,22.0377,-3
206.517,21.9777,-3
206.955,21.9177,-3
207.392,21.8577,-3
207.838,22.3557,-3
208.284,22.2957,-3
208.728,22.2357,-3
209.171,22.1757,-3
209.612,22.1157,-3
210.053,22.0557,-3
210.492,21.9957,-3
210.94,22.4421,-3
211.387,22.3821,-3
211.833,22.3221,-3
212.278,22.2621,-3
212.721,22.2021,-3
213.164,22.1421,-3
213.605,22.0821,-3
214.044,22.0221,-3
214.483,21.9621,-3
214.93,22.3536,-3
215.375,22.2936,-3
215.819,22.2336,-3
216.262,22.1736,-3
216.703,22.1136,-3
217.144,22.0536,-3
217.583,21.9936,-3
218.029,22.3321,-3
218.474,22.2721,-3
218.918,22.2121,-3
219.36,22.1521,-3
219.801,22.0921,-3
220.241,22.0321,-3
220.68,21.9721,-3
221.126,22.3207,-3
221.571,22.2607,-3
222.014,22.2007,-3
222.456,22.1407,-3
222.897,22.0807,-3
223.337,22.0207,-3
223.776,21.9607,-3
224.221,22.2963,-3
224.665,22.2363,-3
225.108,22.1763,-3
225.55,22.1163,-3
225.99,22.0563,-3
226.43,21.9963,-3
226.868,21.9363,-3
227.312,22.237,-3
227.755,22.177,-3
228.197,22.117,-3
228.637,22.057,-3
229.077,21.997,-3
229.515,21.937,-3
229.952,21.877,-3
230.387,21.817,-3
230.829,22.0939,-3
231.269,22.0339,-3
231.708,21.9739,-3
232.145,21.9139,-3
232.582,21.8539,-3
233.017,21.7939,-3
233.451,21.7339,-3
233.891,22.0229,-3
234.33,21.9629,-3
234.767,21.9029,-3
235.203,21.8429,-3
235.638,21.7829,-3
236.072,21.7229,-3
236.505,21.6629,-3
236.943,21.9112,-3
237.379,21.8512,-3
237.814,21.7912,-3
238.248,21.7312,-3
238.681,21.6712,-3
239.113,21.6112,-3
239.543,21.5512,-3
239.978,21.7589,-3
240.411,21.6989,-3
240.843,21.6389,-3
241.274,21.5789,-3
241.704,21.5189,-3
242.133,21.4589,-3
242.56,21.3989,-3
242.99,21.5412,-3
243.419,21.4812,-3
243.847,21.4212,-3
244.274,21.3612,-3
244.699,21.3012,-3
245.123,21.2412,-3
245.546,21.1812,-3
245.968,21.1212,-3
246.392,21.2194,-3
246.815,21.1594,-3
247.236,21.0994,-3
247.656,21.0394,-3
248.075,20.9794,-3
248.493,20.9194,-3
248.909,20.8594,-3
249.325,20.7994,-3
249.742,20.8732,-3
250.157,20.8132,-3
250.572,20.7532,-3
250.985,20.6932,-3
251.397,20.6332,-3
251.808,20.5732,-3
252.218,20.5132,-3
252.628,20.5661,-3
253.038,20.5061,-3
253.446,20.4461,-3
253.853,20.3861,-3
254.259,20.3261,-3
254.664,20.2661,-3
255.068,20.2061,-3
255.472,20.213,-1.52136
255.875,20.1826,-1.52136
256.278,20.1521,-1.52136
256.68,20.1217,-1.52136
257.081,20.0913,-1.52136
257.482,20.0609,-1.52136
257.883,20.0304,-1.52136
258.283,20.018,-0.128514
258.683,20.0154,-0.128514
259.083,20.0129,-0.128514
259.484,20.0103,-0.128514
259.884,20.0077,-0.128514
260.284,20.0051,-0.128514
260.684,20.0026,-0.128514
261.084,20.018,-0.112449
261.484,20.0157,-0.112449
261.885,20.0135,-0.112449
262.285,20.0112,-0.112449
262.685,20.009,-0.112449
263.085,20.0067,-0.112449
263.485,20.0045,-0.112449
263.885,20.0022,-0.112449
264.284,19.9251,0.53493
264.683,19.9358,0.53493
265.082,19.9465,0.53493
265.481,19.9572,0.53493
265.88,19.9679,0.53493
266.28,19.9786,0.53493
266.68,19.9893,0.53493
267.079,19.9437,0.468889
267.478,19.9531,0.468889
267.877,19.9625,0.468889
268.277,19.9719,0.468889
268.677,19.9812,0.468889
269.077,19.9906,0.468889
269.475,19.935,0.464147
269.874,19.9443,0.464147
270.274,19.9536,0.464147
270.673,19.9629,0.464147
271.072,19.9722,0.464147
271.472,19.9814,0.464147
271.872,19.9907,0.464147
272.27,19.9078,0.576329
272.669,19.9193,0.576329
273.068,19.9308,0.576329
273.467,19.9424,0.576329
273.866,19.9539,0.576329
274.265,19.9654,0.576329
274.665,19.9769,0.576329
275.065,19.9885,0.576329
275.463,19.893,0.764546
275.861,19.9083,0.764546
276.26,19.9235,0.764546
276.659,19.9388,0.764546
277.058,19.9541,0.764546
277.457,19.9694,0.764546
277.857,19.9847,0.764546
278.255,19.9064,0.584962
278.654,19.9181,0.584962
279.053,19.9298,0.584962
279.452,19.9415,0.584962
279.851,19.9532,0.584962
280.25,19.9649,0.584962
280.65,19.9766,0.584962
281.05,19.9883,0.584962
281.447,19.8349,1.37599
281.844,19.8624,1.37599
282.242,19.8899,1.37599
282.641,19.9174,1.37599
283.04,19.945,1.37599
283.44,19.9725,1.37599
283.837,19.8551,1.035
284.235,19.8758,1.035
284.633,19.8965,1.035
285.031,19.9172,1.035
285.43,19.9379,1.035
285.83,19.9586,1.035
286.23,19.9793,1.035
286.626,19.7891,1.31788
287.022,19.8155,1.31788
287.419,19.8419,1.31788
287.817,19.8682,1.31788
288.215,19.8946,1.31788
288.614,19.9209,1.31788
289.013,19.9473,1.31788
289.413,19.9736,1.31788
289.808,19.729,1.93588
290.203,19.7677,1.93588
290.6,19.8064,1.93588
290.997,19.8451,1.93588
291.395,19.8838,1.93588
291.794,19.9226,1.93588
292.194,19.9613,1.93588
